x,y
-5.92045,-5.97559
-6.06094,-5.83331
-6.19783,-5.68758
-6.32964,-5.53722
-6.45923,-5.38495
-6.58901,-5.23284
-6.72154,-5.08312
-6.84875,-4.92922
-6.95169,-4.75781
-7.05222,-4.58498
-7.15642,-4.41432
-7.26098,-4.24389
-7.36141,-4.071
-7.45602,-3.89486
-7.54646,-3.71654
-7.63271,-3.53615
-7.71472,-3.3538
-7.79245,-3.16958
-7.86585,-2.98359
-7.93482,-2.79592
-7.99923,-2.60664
-8.05897,-2.41582
-8.11419,-2.22366
-8.16485,-2.03023
-8.21093,-1.83567
-8.25244,-1.64008
-8.28936,-1.44358
-8.32168,-1.24626
-8.34921,-1.04823
-8.37128,-0.849507
-8.38874,-0.65032
-8.40613,-0.45113
-8.42689,-0.252259
-8.44165,-0.0533332
-8.42779,0.14611
-8.40874,0.345142
-8.39416,0.54456
-8.38044,0.744041
-8.3637,0.943267
-8.33993,1.14179
-8.31058,1.33956
-8.27663,1.5366
-8.23808,1.73279
-8.19496,1.92803
-8.14727,2.1222
-8.09503,2.3152
-8.03822,2.5069
-7.97676,2.69716
-7.91068,2.88587
-7.84017,3.07296
-7.76528,3.25835
-7.68606,3.44193
-7.60258,3.62361
-7.51487,3.80328
-7.42296,3.98085
-7.32662,4.15605
-7.22547,4.32851
-7.12099,4.49899
-7.01672,4.6696
-6.91536,4.84195
-6.80779,5.00986
-6.67899,5.16269
-6.54505,5.31112
-6.41451,5.46258
-6.2837,5.6138
-6.14956,5.76205
-6.0113,5.90648
-5.86967,6.04762
-5.72478,6.18539
-5.5767,6.31974
-5.42553,6.4506
-5.27131,6.57785
-5.11413,6.70141
-4.95402,6.82117
-4.79103,6.93698
-4.62533,7.04886
-4.45703,7.15681
-4.28625,7.26076
-4.11307,7.36069
-3.9376,7.45654
-3.75993,7.54825
-3.58015,7.63573
-3.39813,7.71844
-3.21428,7.79705
-3.03043,7.87565
-2.8478,7.95704
-2.66224,8.03049
-2.4693,8.0821
-2.27406,8.12517
-2.07979,8.1725
-1.88571,8.22058
-1.69081,8.26511
-1.4946,8.30352
-1.29743,8.33673
-1.09955,8.36535
-0.901057,8.38932
-0.702053,8.40865
-0.502652,8.4233
-0.302962,8.43327
-0.103091,8.4385
0.0968455,8.43887
0.296734,8.43436
0.496459,8.42513
0.695912,8.41119
0.894984,8.39259
1.09357,8.36934
1.29155,8.34146
1.48883,8.30897
1.68516,8.2712
1.88033,8.22782
2.07473,8.18102
2.26919,8.13448
2.4645,8.09173
2.65774,8.04144
2.84353,7.96866
3.02605,7.88706
3.21021,7.80919
3.39425,7.73103
3.57654,7.64891
3.75663,7.56206
3.93463,7.47099
4.11044,7.37578
4.28398,7.27648
4.45514,7.17314
4.62382,7.0658
4.78993,6.95452
4.95334,6.83931
5.11388,6.72014
5.27151,6.59714
5.42619,6.47045
5.57785,6.34016
5.72641,6.20635
5.8718,6.06911
6.01395,5.9285
6.15275,5.78459
6.28708,5.63652
6.41782,5.48524
6.54838,5.3338
6.68299,5.18599
6.81373,5.03485
6.92322,4.86835
7.02431,4.69585
7.12869,4.52531
7.23353,4.35505
7.33533,4.18297
7.4324,4.00818
7.52496,3.83095
7.61331,3.65159
7.69745,3.47022
7.77734,3.28693
7.85291,3.10182
7.9241,2.91499
7.99087,2.72652
8.05306,2.5365
8.11059,2.34502
8.16353,2.15222
8.21193,1.95822
8.25576,1.76314
8.29502,1.5671
8.32969,1.37018
8.35974,1.17251
8.38467,0.974135
8.40288,0.775042
8.41739,0.57562
8.43251,0.376241
8.45277,0.17734
8.46979,-0.0218593
8.45445,-0.220316
8.4323,-0.419012
8.41512,-0.618216
8.39821,-0.817452
8.37679,-1.01624
8.35,-1.21437
8.31841,-1.4118
8.2822,-1.60844
8.24142,-1.80418
8.19606,-1.99891
8.14613,-2.19252
8.09165,-2.38489
8.03264,-2.57593
7.96894,-2.76545
7.90069,-2.95339
7.82801,-3.13965
7.75097,-3.32416
7.66963,-3.50681
7.58405,-3.68751
7.49426,-3.86616
7.40029,-4.04265
7.301,-4.21618
7.197,-4.38695
7.09287,-4.55764
6.99244,-4.73053
6.89074,-4.90269
6.76573,-5.05816
6.633,-5.20769
6.50243,-5.35912
6.37277,-5.51134
6.2417,-5.66234
6.10622,-5.80937
5.96638,-5.95228
5.82314,-6.09177
5.67668,-6.22789
5.55175,-6.16102
5.43837,-5.99632
5.32499,-5.83161
5.21162,-5.66691
5.09824,-5.50221
4.96904,-5.35025
4.83234,-5.20432
4.69563,-5.0584
4.55893,-4.91248
4.42223,-4.76655
4.27716,-4.81619
4.12528,-4.94621
3.96951,-5.07154
3.81,-5.19208
3.64678,-5.30753
3.47992,-5.41765
3.3097,-5.52253
3.13637,-5.62216
2.96007,-5.71646
2.78099,-5.80535
2.59928,-5.88872
2.41498,-5.96622
2.22831,-6.03781
2.03952,-6.10363
1.8488,-6.1636
1.65633,-6.21768
1.46229,-6.26588
1.26686,-6.30803
1.07017,-6.34386
0.872451,-6.3735
0.673919,-6.39711
0.47476,-6.41464
0.275158,-6.42609
0.075301,-6.43147
-0.124619,-6.43037
-0.324407,-6.42282
-0.523871,-6.40919
-0.722826,-6.38948
-0.921088,-6.3637
-1.11847,-6.33191
-1.31476,-6.29395
-1.50973,-6.2497
-1.70323,-6.19939
-1.89509,-6.14318
-2.08514,-6.0811
-2.27318,-6.01317
-2.45907,-5.93957
-2.64251,-5.86008
-2.82331,-5.77474
-3.00141,-5.6839
-3.17666,-5.58767
-3.34889,-5.48613
-3.51795,-5.37941
-3.6836,-5.26747
-3.84555,-5.15024
-4.00373,-5.02797
-4.15811,-4.90093
-4.30855,-4.76925
-4.45491,-4.63304
-4.59706,-4.49246
-4.73461,-4.34737
-4.86743,-4.19794
-4.99564,-4.04453
-5.1192,-3.88734
-5.23784,-3.72642
-5.35141,-3.56188
-5.45981,-3.39389
-5.56276,-3.22251
-5.66028,-3.04797
-5.75244,-2.87055
-5.83915,-2.6904
-5.92032,-2.50769
-5.99591,-2.3226
-6.06552,-2.13518
-6.12909,-1.94563
-6.18677,-1.7542
-6.23858,-1.5611
-6.28447,-1.3665
-6.32442,-1.1706
-6.35833,-0.97357
-6.38578,-0.775537
-6.40695,-0.57673
-6.4221,-0.377374
-6.43167,-0.177666
-6.43459,0.0222336
-6.43109,0.222136
-6.42137,0.421829
-6.40538,0.621118
-6.38325,0.819822
-6.35508,1.01776
-6.32088,1.21474
-6.2807,1.4106
-6.23457,1.60513
-6.18208,1.79805
-6.12351,1.98921
-6.05915,2.1785
-5.98903,2.36573
-5.91324,2.55074
-5.83186,2.73336
-5.74474,2.91331
-5.65187,3.09036
-5.55352,3.26443
-5.4499,3.43541
-5.34112,3.60317
-5.22964,3.76916
-5.10953,3.92887
-4.98452,4.08493
-4.85572,4.23784
-4.72226,4.3867
-4.5843,4.53142
-4.442,4.67186
-4.2955,4.80791
-4.1448,4.93929
-3.98992,5.06572
-3.83118,5.18728
-3.66881,5.30394
-3.50295,5.41559
-3.33378,5.52214
-3.16145,5.62351
-2.9859,5.71919
-2.8074,5.80925
-2.62622,5.8938
-2.44254,5.97275
-2.25653,6.04608
-2.0695,6.11678
-1.87875,6.17637
-1.68635,6.23079
-1.49266,6.28038
-1.29754,6.32398
-1.10117,6.36158
-0.903751,6.39318
-0.70546,6.41876
-0.506445,6.4379
-0.30692,6.45068
-0.107095,6.45733
0.0928398,6.45788
0.292698,6.45231
0.492294,6.44066
0.691435,6.42285
0.889878,6.39849
1.08747,6.36796
1.28404,6.33142
1.4794,6.28887
1.67335,6.24034
1.86574,6.18593
2.05688,6.12724
2.2449,6.05937
2.43112,5.98654
2.61523,5.90857
2.79686,5.825
2.97586,5.73593
3.15205,5.64142
3.325,5.5411
3.49474,5.43546
3.66119,5.32469
3.82418,5.20889
3.98357,5.08817
4.13921,4.96268
4.29077,4.83227
4.43804,4.69705
4.58109,4.55736
4.71981,4.41338
4.85406,4.26521
4.98369,4.11299
5.10864,3.9569
5.22948,3.79761
5.34329,3.63324
5.45272,3.4659
5.55725,3.29546
5.65651,3.1219
5.75044,2.9454
5.83872,2.766
5.92112,2.58383
5.99789,2.39922
6.06898,2.21234
6.13433,2.02338
6.1939,1.83252
6.24765,1.63994
6.29495,1.44568
6.33617,1.25003
6.37138,1.05322
6.40058,0.855417
6.42374,0.656822
6.4408,0.457609
6.45166,0.257962
6.45709,0.0580913
6.45419,-0.141819
6.446,-0.341598
6.4319,-0.541043
6.41176,-0.739969
6.38558,-0.938191
6.35285,-1.13543
6.31394,-1.33156
6.26905,-1.5264
6.21824,-1.71978
6.16155,-1.91151
6.09906,-2.10144
6.03067,-2.28933
5.95611,-2.47485
5.87588,-2.65799
5.79011,-2.8386
5.69887,-3.01652
5.59242,-3.14063
5.43719,-3.01459
5.28196,-2.88856
5.12673,-2.76252
4.97151,-2.63648
4.81299,-2.51654
4.62245,-2.45591
4.43191,-2.39527
4.24137,-2.33464
4.05084,-2.27401
3.8603,-2.21338
3.75548,-2.38123
3.64413,-2.54724
3.52502,-2.70779
3.39898,-2.86295
3.26634,-3.01252
3.12716,-3.15601
2.98139,-3.2928
2.82957,-3.42286
2.67225,-3.54619
2.50968,-3.66253
2.3419,-3.7712
2.16921,-3.87189
1.9923,-3.96499
1.81152,-4.05032
1.62706,-4.12735
1.43916,-4.19558
1.24842,-4.25541
1.05526,-4.3069
0.860006,-4.34977
0.66297,-4.38347
0.464583,-4.40807
0.265315,-4.42404
0.0655424,-4.43136
-0.134339,-4.42941
-0.33392,-4.418
-0.532817,-4.39794
-0.730657,-4.36927
-0.926988,-4.33168
-1.12134,-4.2849
-1.3134,-4.22944
-1.50287,-4.16569
-1.68934,-4.09366
-1.87225,-4.01302
-2.05122,-3.92397
-2.22617,-3.82725
-2.39678,-3.72305
-2.56238,-3.6111
-2.72253,-3.49146
-2.87727,-3.3649
-3.0264,-3.23177
-3.16939,-3.09208
-3.30567,-2.94584
-3.43521,-2.79358
-3.55802,-2.63585
-3.67383,-2.47291
-3.78189,-2.30474
-3.88199,-2.1317
-3.97449,-1.95449
-4.05923,-1.77343
-4.13558,-1.58869
-4.20319,-1.40057
-4.26237,-1.20963
-4.31322,-1.0163
-4.35541,-0.820899
-4.3884,-0.623743
-4.41234,-0.425276
-4.42764,-0.225957
-4.43429,-0.0261622
-4.43158,0.173709
-4.41951,0.37325
-4.39879,0.572079
-4.36946,0.769823
-4.33117,0.966017
-4.28373,1.1602
-4.22763,1.35208
-4.16325,1.54133
-4.0906,1.72757
-4.00928,1.91017
-3.91965,2.08886
-3.82235,2.26349
-3.71758,2.43374
-3.60501,2.59892
-3.48485,2.75868
-3.35778,2.913
-3.22415,3.06169
-3.08396,3.20418
-2.93724,3.33995
-2.78455,3.46898
-2.62641,3.59127
-2.46308,3.70652
-2.2945,3.81395
-2.12114,3.91349
-1.94362,4.00541
-1.76228,4.08955
-1.57727,4.16523
-1.38892,4.2322
-1.19778,4.29075
-1.00428,4.34095
-0.808734,4.38246
-0.611459,4.41472
-0.412914,4.43801
-0.213545,4.45267
-0.0137275,4.45866
0.186134,4.45519
0.385636,4.44247
0.584398,4.4211
0.782046,4.39113
0.978101,4.35212
1.17212,4.30399
1.36381,4.24727
1.55286,4.18228
1.73884,4.10898
1.92115,4.02698
2.09954,3.93677
2.27386,3.83891
2.44377,3.73359
2.60852,3.62038
2.76786,3.49967
2.92178,3.3721
3.07004,3.238
3.21202,3.09728
3.34726,2.95007
3.4758,2.79697
3.59758,2.63844
3.71228,2.47471
3.81907,2.30572
3.91804,2.13204
4.00939,1.95422
4.09295,1.77261
4.16792,1.5873
4.23423,1.39871
4.29217,1.20738
4.34176,1.01372
4.38256,0.818027
4.41411,0.62063
4.43675,0.422006
4.45076,0.222588
4.45609,0.0227492
4.45185,-0.177102
4.38481,-0.314021
4.18536,-0.29986
3.98591,-0.285698
3.78646,-0.271536
3.58701,-0.257374
3.38834,-0.257569
3.19162,-0.293375
2.9949,-0.329181
2.79818,-0.364987
2.60146,-0.400792
2.41156,-0.443752
2.36547,-0.638284
2.3045,-0.828672
2.22803,-1.01337
2.1364,-1.19105
2.03148,-1.3612
1.91162,-1.5212
1.78012,-1.67175
1.63624,-1.81053
1.48164,-1.93727
1.31752,-2.05136
1.14404,-2.15071
0.963593,-2.23669
0.776266,-2.30646
0.584083,-2.36144
0.38805,-2.40049
0.189414,-2.42295
-0.0103238,-2.4302
-0.209929,-2.41937
-0.408133,-2.39355
-0.603444,-2.35104
-0.794673,-2.29284
-0.980686,-2.21972
-1.15963,-2.13064
-1.33128,-2.02826
-1.49338,-1.91131
-1.6458,-1.782
-1.78712,-1.64068
-1.9161,-1.48797
-2.03297,-1.32586
-2.1349,-1.15392
-2.22344,-0.974736
-2.29665,-0.78876
-2.35441,-0.597413
-2.39694,-0.402147
-2.42224,-0.203874
-2.43233,-0.00428138
-2.42519,0.195457
-2.40226,0.394
-2.36327,0.590007
-2.30791,0.782059
-2.23791,0.96923
-2.15162,1.14951
-2.05175,1.32262
-1.93777,1.48677
-1.81074,1.64108
-1.67198,1.78487
-1.52115,1.916
-1.36074,2.03518
-1.19073,2.14022
-1.01288,2.23139
-0.828265,2.30787
-0.637809,2.36846
-0.443275,2.4141
-0.245457,2.44256
-0.0460472,2.45559
0.153753,2.45198
0.35261,2.43205
0.549226,2.39648
0.742041,2.3439
0.9302,2.27664
1.11198,2.19362
1.28655,2.09636
1.45264,1.98527
1.60882,1.86057
1.75474,1.72409
1.88831,1.57545
1.92829,1.44586
1.73669,1.38865
1.5451,1.33144
1.35351,1.27423
1.16191,1.21702
0.970318,1.15981
0.855571,1.01813
0.780535,0.832788
0.705498,0.647449
0.630461,0.46211
0.555424,0.276771
0.480387,0.0914323
0.40535,-0.0939067
0.330313,-0.279246
0.148468,-0.361543
-0.0362479,-0.416934
-0.221059,-0.349587
-0.357969,-0.208979
-0.418214,-0.022453
-0.38908,0.171112
-0.27698,0.331532
-0.105959,0.426566
0.0159887,0.52583
0.00761364,0.725607
-0.000761428,0.925384
-0.0091365,1.12516
-0.0175116,1.32494
-0.0962225,1.4481
-0.293798,1.41991
-0.485632,1.36479
-0.66777,1.28319
-0.83685,1.17707
-0.989692,1.04864
-1.12303,0.900058
-1.23496,0.734692
-1.32322,0.555559
-1.38715,0.36633
-1.42123,0.169596
-1.42882,-0.030037
-1.40867,-0.228789
-1.36216,-0.423112
-1.28901,-0.609065
-1.1902,-0.782774
-1.06922,-0.941885
-0.926545,-1.0819
-0.765933,-1.20095
-0.590159,-1.29618
-0.403072,-1.36658
-0.208431,-1.41188
-0.00922713,-1.42774
0.190229,-1.41592
0.386114,-1.37655
0.575042,-1.3117
0.752771,-1.22055
0.916186,-1.10572
1.0625,-0.969808
1.18863,-0.815035
1.29146,-0.643903
1.3694,-0.460087
1.42179,-0.267441
1.44741,-0.0694963
1.44513,0.130093
1.44013,0.312744
1.63377,0.362601
1.8274,0.412458
2.02104,0.462316
2.21468,0.512173
2.40852,0.561096
2.6049,0.598745
2.80128,0.636394
2.99765,0.674044
3.19403,0.711693
3.3734,0.760622
3.3245,0.954427
3.26394,1.1449
3.19256,1.3316
3.11109,1.51413
3.01869,1.69135
2.916,1.86284
2.80385,2.02831
2.68252,2.18715
2.55181,2.33835
2.41257,2.48178
2.26557,2.61722
2.1107,2.74358
1.94878,2.8608
1.78048,2.96864
1.60627,3.06666
1.42639,3.1538
1.24183,3.23059
1.05335,3.29719
0.861188,3.3522
0.666102,3.39578
0.468824,3.42803
0.269984,3.44851
0.07026,3.45666
-0.129643,3.45445
-0.329137,3.44161
-0.527467,3.41665
-0.723891,3.37955
-0.917874,3.33124
-1.10879,3.27197
-1.2957,3.20107
-1.47833,3.11975
-1.65623,3.02855
-1.82821,2.92665
-1.99389,2.81477
-2.15312,2.69389
-2.30522,2.56414
-2.44895,2.42519
-2.58463,2.27836
-2.71199,2.12425
-2.82986,1.96276
-2.93787,1.79453
-3.03642,1.62057
-3.12512,1.44139
-3.20224,1.25694
-3.26903,1.06849
-3.32525,0.876615
-3.36982,0.681707
-3.4028,0.484506
-3.42399,0.285689
-3.43409,0.0859986
-3.43177,-0.113934
-3.41944,-0.313504
-3.39504,-0.511961
-3.35871,-0.70858
-3.31059,-0.902651
-3.25181,-1.09376
-3.18244,-1.28128
-3.10114,-1.46395
-3.00999,-1.6419
-2.90915,-1.81454
-2.79801,-1.98074
-2.67732,-2.14014
-2.54799,-2.29261
-2.41029,-2.43755
-2.26393,-2.57375
-2.11004,-2.70137
-1.94918,-2.82009
-1.78147,-2.92891
-1.6076,-3.02759
-1.42857,-3.11655
-1.24483,-3.1953
-1.05642,-3.26216
-0.864613,-3.31852
-0.669931,-3.36395
-0.472928,-3.39787
-0.274197,-3.41952
-0.074543,-3.42977
0.125356,-3.42942
0.324873,-3.41696
0.523345,-3.39311
0.720075,-3.35764
0.914388,-3.31075
1.10554,-3.25223
1.2932,-3.18335
1.4766,-3.10388
1.65465,-3.013
1.82742,-2.91246
1.99424,-2.80235
2.15419,-2.68247
2.3068,-2.55336
2.45201,-2.41599
2.58906,-2.2705
2.71688,-2.11682
2.83596,-1.95626
2.94574,-1.78923
3.04533,-1.61593
3.13449,-1.43703
3.21371,-1.2535
3.38974,-1.23178
3.58911,-1.24709
3.78847,-1.26241
3.98784,-1.27772
4.18721,-1.29303
4.38096,-1.33736
4.57166,-1.39747
4.76237,-1.45758
4.95307,-1.51769
5.14377,-1.5778
5.24832,-1.47704
5.29953,-1.28379
5.34376,-1.08882
5.38089,-0.892377
5.41037,-0.694645
5.43247,-0.495946
5.44747,-0.296585
5.45533,-0.0968145
5.456,0.103109
5.44904,0.302907
5.43451,0.502301
5.41276,0.701041
5.38391,0.898875
5.34797,1.09554
5.30498,1.29079
5.25436,1.4842
5.1966,1.6756
5.13205,1.86482
5.06074,2.0516
4.98278,2.2357
4.89793,2.41673
4.80623,2.59438
4.70813,2.76858
4.60384,2.93916
4.49352,3.1059
4.37729,3.26857
4.25471,3.42651
4.1264,3.57983
3.99268,3.72846
3.8537,3.87219
3.70965,4.01083
3.56053,4.144
3.40637,4.27131
3.24771,4.39295
3.08478,4.50883
2.91779,4.61878
2.74698,4.72269
2.57221,4.81978
2.39396,4.91034
2.21257,4.99444
2.02828,5.07196
1.84135,5.14289
1.65188,5.20673
1.46009,5.26323
1.26638,5.31274
1.07102,5.35527
0.874256,5.39074
0.676347,5.41916
0.477479,5.43979
0.277977,5.45301
0.0781318,5.45917
-0.121805,5.45808
-0.321572,5.44973
-0.5209,5.4341
-0.719456,5.41061
-0.917041,5.38
-1.11341,5.34234
-1.30829,5.29764
-1.50142,5.24588
-1.69286,5.18818
-1.88105,5.12067
-2.0672,5.04769
-2.25064,4.96813
-2.43109,4.882
-2.60829,4.78938
-2.78163,4.68973
-2.9513,4.58394
-3.11708,4.47214
-3.27873,4.35446
-3.43605,4.23106
-3.58849,4.10167
-3.73592,3.96659
-3.87844,3.82634
-4.0158,3.68104
-4.14785,3.5309
-4.27436,3.37605
-4.39558,3.21704
-4.50894,3.05233
-4.61745,2.88439
-4.71983,2.71264
-4.81595,2.53731
-4.90531,2.35844
-4.98776,2.17629
-5.06366,1.99131
-5.13287,1.80372
-5.1953,1.61378
-5.25084,1.4217
-5.29861,1.22755
-5.33937,1.0318
-5.3731,0.834728
-5.39973,0.636567
-5.4192,0.437577
-5.43119,0.237998
-5.43547,0.0381028
-5.43261,-0.161817
-5.42252,-0.361501
-5.40529,-0.560696
-5.38085,-0.759132
-5.34857,-0.956447
-5.30912,-1.15246
-5.26271,-1.34693
-5.20933,-1.53961
-5.14903,-1.73024
-5.08163,-1.91846
-5.00697,-2.10394
-4.92574,-2.28663
-4.83802,-2.46629
-4.7439,-2.64268
-4.64341,-2.81553
-4.53625,-2.98432
-4.42296,-3.14905
-4.30384,-3.30963
-4.17904,-3.46582
-4.04868,-3.61741
-3.91277,-3.76403
-3.77123,-3.90524
-3.62474,-4.04131
-3.47347,-4.17203
-3.31761,-4.29724
-3.15727,-4.41667
-2.99244,-4.52981
-2.82352,-4.63676
-2.65089,-4.73761
-2.47475,-4.83219
-2.29532,-4.92038
-2.11273,-5.00181
-1.92709,-5.07603
-1.73892,-5.14358
-1.54845,-5.20434
-1.35593,-5.25822
-1.16156,-5.30502
-0.965538,-5.34434
-0.768183,-5.3763
-0.569814,-5.4012
-0.37068,-5.41896
-0.171037,-5.4296
0.0288531,-5.43273
0.228721,-5.42791
0.428295,-5.41607
0.627318,-5.39711
0.825531,-5.37101
1.02265,-5.33767
1.21835,-5.29683
1.41239,-5.24867
1.60458,-5.19361
1.79467,-5.13168
1.98242,-5.06298
2.16746,-4.9873
2.34942,-4.90449
2.52829,-4.81518
2.70385,-4.71953
2.87585,-4.61763
3.04402,-4.50952
3.20794,-4.39508
3.36743,-4.27454
3.52252,-4.14838
3.67298,-4.01674
3.81862,-3.87978
3.95902,-3.73746
4.09383,-3.58983
4.22321,-3.43742
4.3638,-3.42241
4.51878,-3.54875
4.67376,-3.67509
4.82874,-3.80143
4.98373,-3.92777
5.12954,-4.06393
5.26637,-4.20974
5.40319,-4.35555
5.54001,-4.50136
5.67683,-4.64717
5.80909,-4.64831
5.93536,-4.49328
6.05689,-4.33461
6.16876,-4.16896
6.27506,-3.9996
6.38038,-3.82964
6.48184,-3.65737
6.57801,-3.48208
6.66952,-3.30431
6.75629,-3.12419
6.83826,-2.94182
6.91537,-2.75735
6.98742,-2.57086
7.0542,-2.3824
7.11588,-2.19222
7.17251,-2.00047
7.22403,-1.80728
7.2704,-1.6128
7.31161,-1.41715
7.34758,-1.22048
7.37808,-1.02289
7.403,-0.824511
7.42257,-0.625534
7.43791,-0.426174
7.45094,-0.226649
7.45812,-0.026915
7.45317,0.172901
7.44119,0.372493
7.42855,0.572041
7.41159,0.771247
7.38844,0.969839
7.36002,1.16774
7.32638,1.36483
7.28753,1.56096
7.24347,1.75598
7.19403,1.9497
7.13919,2.14197
7.07928,2.33272
7.01433,2.52181
6.94439,2.70912
6.86952,2.8945
6.78975,3.07784
6.70504,3.25894
6.61531,3.43761
6.52073,3.61376
6.42141,3.78728
6.31743,3.95805
6.21044,4.12697
6.10303,4.29562
5.98823,4.45889
5.86075,4.61293
5.73266,4.76647
5.6028,4.91851
5.46924,5.06728
5.33144,5.21214
5.18984,5.35329
5.04455,5.49064
4.8956,5.62401
4.74298,5.75316
4.58689,5.87811
4.42755,5.99888
4.26506,6.11537
4.09954,6.22752
3.9311,6.33525
3.75987,6.43847
3.58587,6.53692
3.40915,6.63044
3.23001,6.71924
3.04856,6.80319
2.86491,6.88224
2.6798,6.95784
2.49446,7.03287
2.30616,7.09905
2.11309,7.15104
1.91979,7.20218
1.72587,7.25088
1.5308,7.29472
1.33456,7.33297
1.13737,7.36597
0.939369,7.39374
0.740685,7.41605
0.54145,7.43277
0.34184,7.44418
0.141998,7.45032
-0.0579353,7.45119
-0.257821,7.44674
-0.457517,7.43695
-0.656877,7.4218
-0.855738,7.40112
-1.05395,7.37496
-1.25141,7.34357
-1.44796,7.30695
-1.64342,7.26489
-1.83769,7.21759
-2.03109,7.16683
-2.22431,7.11538
-2.41436,7.05452
-2.59996,6.98012
-2.78545,6.90547
-2.96976,6.82797
-3.15197,6.74568
-3.33183,6.65836
-3.50928,6.56623
-3.6841,6.46923
-3.85616,6.3674
-4.02547,6.26106
-4.1919,6.15026
-4.35533,6.03509
-4.51565,5.91563
-4.67275,5.79196
-4.82641,5.66405
-4.97644,5.5319
-5.12285,5.39574
-5.2656,5.25575
-5.40458,5.11202
-5.53963,4.96459
-5.67067,4.81359
-5.79876,4.66005
-5.92625,4.50602
-6.04555,4.34601
-6.1539,4.17796
-6.26188,4.00967
-6.36727,3.83977
-6.46815,3.66715
-6.56417,3.49178
-6.65537,3.31386
-6.74156,3.13346
-6.82283,2.95078
-6.89922,2.76602
-6.97069,2.57929
-7.03718,2.39074
-7.09865,2.20049
-7.15506,2.00867
-7.20613,1.81538
-7.25176,1.62072
-7.29222,1.42492
-7.32747,1.22812
-7.35752,1.03045
-7.38232,0.832059
-7.40132,0.633037
-7.41503,0.433564
-7.42586,0.233907
-7.4352,0.0341733
-7.43334,-0.165446
-7.41926,-0.364902
-7.40473,-0.564324
-7.38696,-0.763468
-7.36377,-0.962052
-7.33494,-1.15989
-7.30058,-1.35686
-7.26098,-1.55283
-7.2162,-1.74768
-7.16626,-1.94128
-7.11121,-2.13349
-7.05109,-2.32417
-6.98586,-2.51317
-6.91539,-2.70027
-6.8398,-2.88536
-6.75933,-3.06839
-6.67403,-3.24922
-6.58399,-3.42773
-6.48926,-3.6038
-6.38952,-3.77707
-6.28499,-3.94751
-6.17771,-4.11624
-6.0688,-4.28392
-5.95126,-4.44539
-5.8251,-4.60051
-5.69793,-4.75481
-5.56813,-4.90689
-5.43419,-5.05532
-5.29602,-5.19983
-5.15388,-5.34043
-5.00806,-5.47722
-4.85868,-5.61011
-4.70582,-5.73898
-4.5496,-5.86376
-4.39013,-5.98435
-4.22742,-6.10053
-4.06152,-6.21212
-3.89267,-6.31919
-3.72105,-6.42176
-3.54677,-6.51973
-3.36995,-6.61306
-3.19074,-6.70171
-3.00917,-6.78539
-2.82512,-6.8635
-2.6394,-6.93757
-2.45305,-7.01005
-2.26471,-7.07698
-2.07279,-7.13273
-1.87901,-7.18201
-1.68483,-7.22973
-1.48969,-7.27319
-1.29333,-7.31083
-1.09601,-7.34306
-0.897907,-7.37008
-0.699159,-7.39183
-0.499904,-7.40831
-0.300282,-7.41949
-0.100434,-7.42539
0.0994972,-7.4257
0.299363,-7.42043
0.49902,-7.40988
0.698327,-7.39405
0.897144,-7.37293
1.09533,-7.34655
1.29275,-7.31495
1.48922,-7.27787
1.68447,-7.23488
1.87881,-7.18785
2.07268,-7.13891
2.26503,-7.08452
2.45362,-7.01849
2.63995,-6.94594
2.82594,-6.87254
3.01022,-6.79501
3.19205,-6.71188
3.37154,-6.62379
3.54865,-6.53104
3.72325,-6.43362
3.8952,-6.33161
4.06439,-6.22507
4.23063,-6.114
4.36069,-6.1881
4.47394,-6.35289
4.58718,-6.51769
4.70043,-6.68248
4.81368,-6.84727
4.92697,-7.01203
5.04028,-7.17677
5.1536,-7.34152
5.26691,-7.50627
5.38022,-7.67101
5.53618,-7.59048
5.69662,-7.47116
5.85522,-7.3494
6.0112,-7.22432
6.16405,-7.09544
6.31385,-6.96301
6.46062,-6.82723
6.60457,-6.68847
6.74539,-6.54654
6.88168,-6.40026
7.01462,-6.25092
7.14744,-6.10145
7.28257,-5.95408
7.42162,-5.81043
7.56554,-5.67166
7.69234,-5.51819
7.7929,-5.34588
7.884,-5.16788
7.9783,-4.99159
8.07793,-4.81825
8.17855,-4.64546
8.27636,-4.47107
8.37045,-4.29465
8.46008,-4.11593
8.54573,-3.93526
8.62746,-3.75278
8.70461,-3.56833
8.77705,-3.38198
8.84541,-3.19408
8.91037,-3.00498
8.97233,-2.81488
9.0314,-2.62386
9.08725,-2.43187
9.13892,-2.23872
9.18552,-2.04428
9.22734,-1.84877
9.26473,-1.65235
9.29775,-1.45515
9.32598,-1.25722
9.35002,-1.05872
9.3708,-0.859855
9.39209,-0.66104
9.41847,-0.462855
9.45274,-0.265895
9.48055,-0.0679505
9.46353,0.129885
9.431,0.327169
9.40254,0.525068
9.38113,0.723847
9.36255,0.922934
9.34318,1.12194
9.31907,1.32043
9.28952,1.51817
9.25504,1.71512
9.21652,1.91132
9.1738,2.10665
9.12669,2.30096
9.07498,2.4941
9.01889,2.68602
8.95915,2.87683
8.89639,3.06668
8.83041,3.25542
8.76021,3.44264
8.68557,3.62813
8.60684,3.81192
8.52412,3.99396
8.43833,4.17456
8.34662,4.35223
8.25122,4.52795
